URL,% прокрутки,# посетителей,% уходит
https://ddos-guard.ru/blog/kto-takie-ori,90%,15 (4.31%),95.69%
https://ddos-guard.ru/blog/kto-takie-ori,95%,8 (2.30%),97.70%
https://ddos-guard.ru/blog/kto-takie-ori,100%,2 (0.57%),99.43%
https://ddos-guard.ru/blog/kiberbezopasnost,% прокрутки,# посетителей,% уходит
https://ddos-guard.ru/blog/kiberbezopasnost,5%,169 (91.85%),8.15%
https://ddos-guard.ru/blog/kiberbezopasnost,10%,142 (77.17%),22.83%
https://ddos-guard.ru/blog/kiberbezopasnost,15%,127 (69.02%),30.98%
https://ddos-guard.ru/blog/kiberbezopasnost,20%,111 (60.33%),39.67%
https://ddos-guard.ru/blog/kiberbezopasnost,25%,96 (52.17%),47.83%
https://ddos-guard.ru/blog/kiberbezopasnost,30%,87 (47.28%),52.72%
https://ddos-guard.ru/blog/kiberbezopasnost,35%,82 (44.57%),55.43%
https://ddos-guard.ru/blog/kiberbezopasnost,40%,73 (39.67%),60.33%
https://ddos-guard.ru/blog/kiberbezopasnost,45%,61 (33.15%),66.85%
https://ddos-guard.ru/blog/kiberbezopasnost,50%,50 (27.17%),72.83%
https://ddos-guard.ru/blog/kiberbezopasnost,55%,46 (25%),75%
https://ddos-guard.ru/blog/kiberbezopasnost,60%,40 (21.74%),78.26%
https://ddos-guard.ru/blog/kiberbezopasnost,65%,35 (19.02%),80.98%
https://ddos-guard.ru/blog/kiberbezopasnost,70%,32 (17.39%),82.61%
https://ddos-guard.ru/blog/kiberbezopasnost,75%,29 (15.76%),84.24%
https://ddos-guard.ru/blog/kiberbezopasnost,80%,25 (13.59%),86.41%
https://ddos-guard.ru/blog/kiberbezopasnost,85%,20 (10.87%),89.13%
https://ddos-guard.ru/blog/kiberbezopasnost,90%,11 (5.98%),94.02%
https://ddos-guard.ru/blog/kiberbezopasnost,95%,6 (3.26%),96.74%
https://ddos-guard.ru/blog/kiberbezopasnost,100%,5 (2.72%),97.28%

https://ddos-guard.ru/blog/gruppi-pravil,% прокрутки,# посетителей,% уходит
https://ddos-guard.ru/blog/gruppi-pravil,5%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,10%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,15%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,20%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,25%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,30%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,35%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,40%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,45%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,50%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,55%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,60%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,65%,2 (100%),0%
https://ddos-guard.ru/blog/gruppi-pravil,70%,1 (50%),50%
https://ddos-guard.ru/blog/gruppi-pravil,75%,1 (50%),50%
https://ddos-guard.ru/blog/gruppi-pravil,80%,1 (50%),50%
https://ddos-guard.ru/blog/gruppi-pravil,85%,1 (50%),50%
https://ddos-guard.ru/blog/gruppi-pravil,90%,1 (50%),50%
https://ddos-guard.ru/blog/gruppi-pravil,95%,1 (50%),50%
https://ddos-guard.ru/blog/gruppi-pravil,100%,1 (50%),50%
